Accession,Family
L07884.1,Tombusviridae
L07937.1,Virgaviridae
L07938.1,Virgaviridae
L08756.1,Hantaviridae
L08816.1,Hepeviridae
L13218.1,Giardiaviridae
L13696.1,Plasmaviridae
L14546.1,Caulimoviridae
L16015.1,Tombusviridae
L18870.2,Tombusviridae
L19443.1,Adenoviridae
L19655.1,Secoviridae
L21974.1,Retroviridae
L22858.1,Baculoviridae
L23427.1,Parvoviridae
L23972.1,Virgaviridae
L25299.1,Solemoviridae
L25658.1,Betaflexiviridae
L25783.1,Hantaviridae
L28145.1,Bromoviridae
L31849.1,Mitoviridae
L32167.1,Alphasatellitidae
L32603.1,Rhabdoviridae
L32896.1,Parvoviridae
L34658.1,Metaviridae
L36930.1,Hantaviridae
L37299.1,Alphatetraviridae
L37901.1,Hantaviridae
L37902.1,Hantaviridae
L37903.1,Hantaviridae
L40361.3,Flaviviridae
L40883.1,Rhabdoviridae
L41574.1,Nanoviridae
L41575.1,Nanoviridae
L41577.1,Nanoviridae
L43364.1,Adenoviridae
L63545.1,Iridoviridae
L75930.1,Phenuiviridae
LA858223.1,Polycipiviridae
LC004772.1,Picornaviridae
LC006128.1,Mitoviridae
LC006129.1,Mitoviridae
LC006253.1,Yadokariviridae
LC006971.1,Picornaviridae
LC008510.1,Nairoviridae
LC008511.1,Nairoviridae
LC008512.1,Nairoviridae
LC018134.1,Circoviridae
LC019764.1,Solemoviridae
LC035386.1,Paulinoviridae
LC036579.1,Picornaviridae
LC036580.1,Picornaviridae
LC038188.1,Picornaviridae
LC041132.1,Paramyxoviridae
LC052212.1,Closteroviridae
LC055960.1,Picornaviridae
LC055961.1,Picornaviridae
LC057247.1,Hepeviridae
LC060925.1,Potyviridae
LC061478.1,Yadonushiviridae
LC062704.1,Megabirnaviridae
LC062705.1,Megabirnaviridae
LC063768.1,Phenuiviridae
LC063770.1,Phenuiviridae
LC064302.1,Schitoviridae
LC075485.1,Orthototiviridae
LC075487.1,Orthototiviridae
LC075488.1,Orthototiviridae
LC075490.1,Orthototiviridae
LC081344.1,Solemoviridae
LC085675.1,Parvoviridae
LC094267.1,Retroviridae
LC101918.1,Inseviridae
LC108993.1,Bromoviridae
LC108994.1,Bromoviridae
LC113907.1,Picornaviridae
LC133331.1,Picornaviridae
LC144945.1,Endornaviridae
LC145036.1,Mitoviridae
LC150564.1,Mitoviridae
LC150565.1,Mitoviridae
LC150566.1,Mitoviridae
LC150567.1,Mitoviridae
LC150606.1,Partitiviridae
LC150610.1,Pseudototiviridae
LC150611.1,Fusariviridae
LC150612.1,Hypoviridae
LC150617.1,Yadokariviridae
LC153712.1,Phenuiviridae
LC153713.1,Phenuiviridae
LC159494.1,Potyviridae
LC171345.1,Tombusviridae
LC185216.1,Polyomaviridae
LC185218.1,Polyomaviridae
LC192169.1,Solemoviridae
LC195294.1,Partitiviridae
LC216347.1,Autotranscriptaviridae
LC224308.1,Betaflexiviridae
LC228573.1,Potyviridae
LC275156.1,Spinareoviridae
LC275157.1,Spinareoviridae
LC275158.1,Spinareoviridae
LC275159.1,Spinareoviridae
LC318482.1,Hypoviridae
LC320123.1,Orthomyxoviridae
LC320126.1,Orthomyxoviridae
LC333428.1,Orthoherpesviridae
LC333733.1,Hypoviridae
LC333739.2,Fusagraviridae
LC333741.2,Yadokariviridae
LC333746.2,Megatotiviridae
LC333754.2,Yadokariviridae
LC333755.2,Yadokariviridae
LC333757.2,Yadokariviridae
LC348379.1,Straboviridae
LC348380.1,Straboviridae
LC350277.1,Chrysoviridae
LC350278.1,Chrysoviridae
LC371242.1,Straboviridae
LC373201.2,Ackermannviridae
LC373513.1,Betaflexiviridae
LC376044.1,Ootiviridae
LC379162.1,Potyviridae
LC379168.1,Bacilladnaviridae
LC381845.1,Anelloviridae
LC385828.1,Adenoviridae
LC386157.1,Picornaviridae
LC386160.1,Picornaviridae
LC386195.1,Smacoviridae
LC386197.1,Smacoviridae
LC386199.1,Smacoviridae
LC386204.1,Smacoviridae
LC387540.1,Anelloviridae
LC387543.1,Anelloviridae
LC387546.1,Anelloviridae
LC387548.1,Anelloviridae
LC389584.1,Vilyaviridae
LC413194.1,Autotranscriptaviridae
LC413195.1,Autotranscriptaviridae
LC413501.1,Botourmiaviridae
LC413502.1,Botourmiaviridae
LC413503.1,Botourmiaviridae
LC416389.1,Circoviridae
LC424839.1,Solemoviridae
LC425112.1,Mitoviridae
LC428351.1,Solemoviridae
LC437024.1,Botybirnaviridae
LC437025.1,Botybirnaviridae
LC460456.1,Alphaflexiviridae
LC466007.1,Mymonaviridae
LC466009.1,Phenuiviridae
LC467965.1,Ootiviridae
LC469780.1,Adenoviridae
LC472881.1,Lindbergviridae
LC473039.1,Andersonviridae
LC487411.1,Caulimoviridae
LC488188.1,Solemoviridae
LC488189.1,Secoviridae
LC492974.1,Orthoherpesviridae
LC496090.1,Fimoviridae
LC507098.1,Solemoviridae
LC507823.1,Sarkviridae
LC514055.1,Xinmoviridae
LC514057.1,Rhabdoviridae
LC514295.1,Spiciviridae
LC516895.1,Drexlerviridae
LC519601.1,Grimontviridae
LC519840.1,Hadakaviridae
LC528882.1,Peduoviridae
LC530175.1,Fusariviridae
LC553675.1,Polymycoviridae
LC553684.1,Splipalmiviridae
LC553685.1,Splipalmiviridae
LC553704.1,Amalgaviridae
LC553711.1,Splipalmiviridae
LC553717.1,Hantaviridae
LC553718.1,Hantaviridae
LC553735.1,Mktvariviridae
LC553736.1,Casjensviridae
LC571987.2,Konkoviridae
LC571988.2,Konkoviridae
LC573287.1,Potyviridae
LC576445.1,Fimoviridae
LC585887.1,Nyamiviridae
LC592214.1,Hadakaviridae
LC596823.1,Hypoviridae
LC596824.1,Pseudototiviridae
LC597437.1,Fimoviridae
LC597488.1,Adenoviridae
LC604019.1,Potyviridae
LC604719.1,Rhabdoviridae
LC604720.1,Rhabdoviridae
LC604727.1,Fimoviridae
LC604729.1,Fimoviridae
LC618931.1,Phenuiviridae
LC618932.1,Phenuiviridae
LC618933.1,Phenuiviridae
LC621355.1,Nairoviridae
LC621356.1,Nairoviridae
LC621357.1,Nairoviridae
LC622069.2,Ootiviridae
LC626335.1,Tospoviridae
LC626336.1,Tospoviridae
LC626337.1,Tospoviridae
LC634419.1,Splipalmiviridae
LC634420.1,Splipalmiviridae
LC638697.1,Adenoviridae
LC659915.1,Demerecviridae
LC667452.1,Peduoviridae
LC671626.1,Kanorauviridae
LC671712.1,Nairoviridae
LC671713.1,Nairoviridae
LC671714.1,Nairoviridae
LC698002.1,Peribunyaviridae
LC698003.1,Peribunyaviridae
LC698004.1,Peribunyaviridae
LC708001.1,Pecoviridae
LC708004.1,Pecoviridae
LC708032.1,Kirkoviridae
LC719619.1,Aspiviridae
LC739530.1,Andersonviridae
LC746218.1,Tulasviridae
LC763252.1,Splipalmiviridae
LC763253.1,Splipalmiviridae
LC768499.1,Autotranscriptaviridae
LC775043.1,Phasmaviridae
LC775044.1,Phasmaviridae
LC775065.1,Rhabdoviridae
LC779549.1,Autonotataviridae
LC805881.1,Konkoviridae
LH935077.1,Polycipiviridae
LH935078.1,Polycipiviridae
LI526777.1,Polycipiviridae
LI719284.1,Polycipiviridae
LK021688.1,Picornaviridae
LK392619.1,Madridviridae
LK928904.1,Belpaoviridae
LK931483.1,Genomoviridae
LK931485.1,Genomoviridae
LN610572.1,Vandenendeviridae
LN610577.1,Mesyanzhinovviridae
LN610584.1,Mesyanzhinovviridae
LN610589.1,Lindbergviridae
LN610699.1,Amalgaviridae
LN713680.1,Bornaviridae
LN713933.1,Rhabdoviridae
LN827941.1,Mitoviridae
LN827942.1,Mitoviridae
LN827947.1,Mitoviridae
LN827955.2,Botourmiaviridae
LN866626.1,Autotranscriptaviridae
LN878149.1,Autonotataviridae
LN881726.1,Straboviridae
LN881728.1,Straboviridae
LN881732.1,Straboviridae
LN887844.1,Vandenendeviridae
LN889756.1,Autotranscriptaviridae
LN889995.1,Autotranscriptaviridae
LN896307.1,Polymycoviridae
LR027384.1,Demerecviridae
LR027388.1,Drexlerviridae
LR027389.1,Demerecviridae
LR215722.1,Straboviridae
LR215723.1,Straboviridae
LR216006.1,Picornaviridae
LR595869.1,Peduoviridae
LR595873.1,Peduoviridae
LR595883.1,Peduoviridae
LR595885.1,Peduoviridae
LR595887.1,Peduoviridae
LR595891.1,Peduoviridae
LR596614.1,Drexlerviridae
LR597637.1,Peduoviridae
LR597638.1,Peduoviridae
LR597640.1,Peduoviridae
LR597649.1,Peduoviridae
LR597655.1,Demerecviridae
LR597658.1,Andersonviridae
LR597663.1,Andersonviridae
LR699048.1,Andersonviridae
LR742461.1,Fimoviridae
LR742463.1,Fimoviridae
LR743532.1,Mesyanzhinovviridae
LR757892.1,Drexlerviridae
LR778216.1,Autonotataviridae
LR797314.1,Peduoviridae
LR828198.1,Fimoviridae
LR828201.1,Fimoviridae
LR880803.1,Andersonviridae
LR881104.1,Chimalliviridae
LR881109.1,Demerecviridae
LR881112.1,Demerecviridae
LR881113.1,Demerecviridae
LR881116.1,Demerecviridae
LR990835.2,Herelleviridae
LR994545.1,Rhabdoviridae
LS484712.1,Iridoviridae
LS992584.1,Paramyxoviridae
LT221868.1,Mayoviridae
LT593139.1,Botourmiaviridae
LT594300.1,Autotranscriptaviridae
LT598836.1,Pithoviridae
LT608135.1,Orthoherpesviridae
LT608395.1,Secoviridae
LT608396.1,Secoviridae
LT614807.1,Straboviridae
LT615235.1,Solemoviridae
LT630001.1,Rountreeviridae
LT671577.1,Pithoviridae
LT841149.1,Adenoviridae
LT841304.1,Drexlerviridae
LT898422.1,Picornaviridae
LT906555.1,Orpheoviridae
LT907979.1,Pithoviridae
LT960606.1,Autotranscriptaviridae
LT961732.1,Drexlerviridae
LT961845.1,Autotranscriptaviridae
LT962475.1,Autotranscriptaviridae
LT994651.1,Pithoviridae
M10060.1,Retroviridae
M10455.1,Retroviridae
M11458.1,Potyviridae
M11813.1,Salasmaviridae
M11852.1,Peribunyaviridae
M11910.1,Papillomaviridae
M11912.1,Inoviridae
M12197.1,Picornaviridae
M12294.2,Flaviviridae
M12921.1,Cystoviridae
M13215.1,Rhabdoviridae
M14627.1,Hantaviridae
M14707.1,Picornaviridae
M14880.1,Orthomyxoviridae
M14913.1,Secoviridae
M15240.2,Matonaviridae
M15953.1,Papillomaviridae
M16020.1,Picornaviridae
M16560.1,Picornaviridae
M16576.1,Virgaviridae
M17417.1,Phenuiviridae
M17461.1,Cystoviridae
M17462.1,Cystoviridae
M17463.1,Papillomaviridae
M17988.1,Microviridae
M18049.1,Birnaviridae
M18370.1,Flaviviridae
M18752.1,Hepadnaviridae
M19296.1,Parvoviridae
M19377.1,Inoviridae
M19420.1,Peribunyaviridae
M20036.1,Parvoviridae
M20219.1,Papillomaviridae
M20304.1,Arenaviridae
M21951.1,Peribunyaviridae
M21958.1,Tombusviridae
M22036.1,Orthoherpesviridae
M22056.1,Hepadnaviridae
M22445.3,Tombusviridae
M22820.1,Retroviridae
M23021.1,Solemoviridae
M23385.1,Retroviridae
M25270.1,Tombusviridae
M25381.1,Retroviridae
M26927.1,Retroviridae
M28817.1,Bromoviridae
M28818.1,Bromoviridae
M29671.1,Tombusviridae
M29963.1,Alphasatellitidae
M29979.1,Hantaviridae
M30502.1,Retroviridae
M31182.1,Flaviviridae
M32305.1,Papillomaviridae
M32662.1,Metaviridae
M33551.1,Phenuiviridae
M33677.1,Retroviridae
M34077.1,Virgaviridae
M55918.1,Anelloviridae
M57426.1,Phenuiviridae
M57538.1,Inoviridae
M57938.1,Hypoviridae
M58152.1,Betaflexiviridae
M58410.1,Retroviridae
M58756.1,Birnaviridae
M60184.1,Papillomaviridae
M62321.1,Flaviviridae
M62730.1,Alphaflexiviridae
M62738.1,Secoviridae
M62849.1,Papillomaviridae
M63194.1,Hantaviridae
M65138.1,Bromoviridae
M67473.1,Caliciviridae
M73218.1,Hepeviridae
M73236.1,Papillomaviridae
M74895.1,Retroviridae
M74904.1,Tospoviridae
M75136.2,Alloherpesviridae
M77280.1,Orthomyxoviridae
M80216.1,Retroviridae
M81413.1,Virgaviridae
M81487.1,Virgaviridae
M81861.1,Picornaviridae
M83309.1,Secoviridae
M83830.1,Secoviridae
M86379.1,Caliciviridae
M87661.2,Caliciviridae
M88483.1,Picornaviridae
M88589.2,Tombusviridae
M89923.1,Caulimoviridae
M94133.1,Nairoviridae
M94868.1,Picornaviridae
M95169.1,Coronaviridae
M95497.1,Secoviridae
M95589.1,Hepadnaviridae
M96262.2,Arteriviridae
M96425.1,Potyviridae
M96751.1,Flaviviridae
M97264.1,Alphaflexiviridae
MCBQ01018032.1,Mymonaviridae
MF001304.1,Poxviridae
MF001354.1,Straboviridae
MF001355.1,Straboviridae
MF001359.1,Straboviridae
MF001360.1,Straboviridae
MF001362.1,Ackermannviridae
MF001363.1,Demerecviridae
MF033136.2,Paramyxoviridae
MF034659.1,Autotranscriptaviridae
MF041808.1,Polycipiviridae
MF041809.1,Polycipiviridae
MF041810.1,Polycipiviridae
MF041812.1,Polycipiviridae
MF042360.1,Chimalliviridae
MF044458.2,Chaseviridae
MF045841.1,Chrysoviridae
MF045842.1,Chrysoviridae
MF062125.1,Phenuiviridae
MF062126.1,Phenuiviridae
MF062139.1,Phenuiviridae
MF062140.1,Phenuiviridae
MF062141.1,Phenuiviridae
MF062142.1,Phenuiviridae
MF062143.1,Phenuiviridae
MF063068.1,Chimalliviridae
MF066368.1,Peribunyaviridae
MF066369.1,Peribunyaviridae
MF066370.1,Peribunyaviridae
MF073200.1,Inseviridae
MF078061.1,Alphaflexiviridae
MF083940.2,Parvoviridae
MF102281.1,Rhabdoviridae
MF113370.1,Picornaviridae
MF113372.1,Picornaviridae
MF120198.1,Tombusviridae
MF135780.1,Bornaviridae
MF136435.1,Solemoviridae
MF140414.1,Vilmaviridae
MF141052.1,Phenuiviridae
MF141053.1,Phenuiviridae
MF141072.1,Rhabdoviridae
MF142458.1,Discoviridae
MF142460.1,Discoviridae
MF143631.1,Baculoviridae
MF144115.1,Ovaliviridae
MF150240.1,Alphaflexiviridae
MF155946.1,Stanwilliamsviridae
MF156577.1,Salasmaviridae
MF156578.1,Salasmaviridae
MF158037.1,Sarkviridae
MF158039.1,Drexlerviridae
MF158040.1,Andersonviridae
MF158042.1,Drexlerviridae
MF158045.1,Straboviridae
MF161328.1,Aliceevansviridae
MF166685.1,Betaflexiviridae
MF166859.1,Autotranscriptaviridae
MF168943.1,Papillomaviridae
MF172923.1,Picornaviridae
MF173065.1,Genomoviridae
MF173066.1,Genomoviridae
MF173068.1,Anelloviridae
MF175072.1,Picornaviridae
MF175080.1,Parvoviridae
MF175082.1,Polyomaviridae
MF176243.1,Phasmaviridae
MF176268.1,Xinmoviridae
MF176309.1,Chrysoviridae
MF176311.1,Chrysoviridae
MF176333.1,Rhabdoviridae
MF176340.1,Chrysoviridae
MF176342.1,Chrysoviridae
MF176881.1,Nairoviridae
MF176882.1,Nairoviridae
MF185728.1,Vilmaviridae
MF187212.1,Anelloviridae
MF189177.1,Berryhillviridae
MF189178.1,Berryhillviridae
MF197913.1,Iridoviridae
MF198244.1,Parvoviridae
MF198452.1,Adenoviridae
MF198462.1,Closteroviridae
MF276904.1,Mymonaviridae
MF279192.1,Rhabdoviridae
MF280817.1,Retroviridae
MF285615.1,Autotranscriptaviridae
MF285618.1,Chimalliviridae
MF289182.1,Phenuiviridae
MF289183.2,Phenuiviridae
MF317490.1,Arenaviridae
MF317491.1,Arenaviridae
MF317878.1,Polymycoviridae
MF319185.1,Filoviridae
MF324907.1,Berryhillviridae
MF324910.1,Vilmaviridae
MF327003.1,Andersonviridae
MF327004.1,Andersonviridae
MF327008.1,Straboviridae
MF327529.1,Picornaviridae
MF327539.1,Anelloviridae
MF327541.1,Anelloviridae
MF327542.1,Anelloviridae
MF327547.1,Anelloviridae
MF327551.1,Anelloviridae
MF327552.1,Anelloviridae
MF327554.1,Anelloviridae
MF327557.1,Anelloviridae
MF327558.1,Genomoviridae
MF327559.1,Genomoviridae
MF327561.1,Genomoviridae
MF327565.1,Genomoviridae
MF327567.1,Genomoviridae
MF327568.1,Genomoviridae
MF327570.1,Genomoviridae
MF327571.1,Genomoviridae
MF327573.1,Kanorauviridae
MF327574.1,Ouroboviridae
MF347636.1,Stanwilliamsviridae
MF347637.1,Stanwilliamsviridae
MF347638.1,Stanwilliamsviridae
MF347639.1,Stanwilliamsviridae
MF351519.1,Endolinaviridae
MF351863.1,Kyanoviridae
MF352408.1,Picornaviridae
MF352410.1,Picornaviridae
MF352412.1,Picornaviridae
MF352417.1,Picornaviridae
MF352424.1,Picornaviridae
MF352425.1,Picornaviridae
MF358731.1,Picornaviridae
MF360789.1,Chuviridae
MF360790.1,Rhabdoviridae
MF361639.1,Finnlakeviridae
MF370225.1,Andersonviridae
MF373638.1,Genomoviridae
MF374997.1,Polyomaviridae
MF375456.1,Autonotataviridae
MF375475.1,Mitoviridae
MF375882.2,Phenuiviridae
MF375883.2,Gammaflexiviridae
MF375888.2,Yadokariviridae
MF375889.2,Botourmiaviridae
MF375894.1,Baculoviridae
MF385016.1,Orthoherpesviridae
MF401583.1,Polyomaviridae
MF403007.1,Pootjesviridae
MF405436.1,Picornaviridae
MF405918.2,Mimiviridae
MF405923.1,Betaflexiviridae
MF407276.1,Salasmaviridae
MF414201.1,Arenaviridae
MF414202.1,Arenaviridae
MF415410.1,Casjensviridae
MF415412.1,Drexlerviridae
MF416384.1,Parvoviridae
MF416403.1,Picornaviridae
MF420353.1,Potyviridae
MF431252.1,Sarkviridae
MF431611.1,Orthoherpesviridae
MF431616.1,Zobellviridae
MF431617.1,Zobellviridae
MF431730.1,Demerecviridae
MF431737.1,Demerecviridae
MF440375.1,Betaflexiviridae
MF444276.1,Botourmiaviridae
MF444277.1,Mymonaviridae
MF444280.1,Mymonaviridae
MF444282.1,Mymonaviridae
MF448340.1,Straboviridae
MF459646.1,Chimalliviridae
MF467280.1,Poxviridae
MF467281.1,Poxviridae
MF468274.1,Drexlerviridae
MF469033.1,Tospoviridae
MF469034.1,Tospoviridae
MF469035.1,Tospoviridae
MF469045.1,Tospoviridae
MF469047.1,Tospoviridae
MF472710.1,Rhabdoviridae
MF476845.1,Caulimoviridae
MF476925.1,Casjensviridae
MF479730.1,Straboviridae
MF490240.1,Lindbergviridae
MF490241.1,Lindbergviridae
MF497775.1,Peribunyaviridae
MF497776.1,Peribunyaviridae
MF497827.1,Circoviridae
MF509898.1,Potyviridae
MF510471.1,Alphasatellitidae
MF521889.1,Betaflexiviridae
MF535449.1,Nanoviridae
MF535450.1,Nanoviridae
MF535451.1,Nanoviridae
MF535452.1,Nanoviridae
MF535455.1,Alphasatellitidae
MF538627.1,Iridoviridae
MF538628.1,Iridoviridae
MF541378.1,Anelloviridae
MF541388.1,Anelloviridae
MF541389.1,Anelloviridae
MF543022.1,Rhabdoviridae
MF564201.1,Drexlerviridae
MF580384.1,Tombusviridae
MF580759.1,Aliceevansviridae
MF580770.1,Aliceevansviridae
MF580771.1,Aliceevansviridae
MF580773.1,Aliceevansviridae
MF593931.1,Phenuiviridae
MF593933.1,Phenuiviridae
MF599468.1,Iridoviridae
MF612072.1,Drexlerviridae
MF614691.1,Baculoviridae
MF615270.1,Rhabdoviridae
MF621978.1,Autonotataviridae
MF622947.1,Potyviridae
MF623055.1,Lindbergviridae
MF630921.1,Autotranscriptaviridae
MF642724.1,Caulimoviridae
MF642734.1,Caulimoviridae
MF642736.1,Caulimoviridae
MF669478.1,Smacoviridae
MF669480.1,Genomoviridae
MF678601.1,Orthoherpesviridae
MF681663.1,Demerecviridae
MF682925.1,Parvoviridae
MF683623.1,Autonotataviridae
MF685025.1,Tobaniviridae
MF688613.1,Bromoviridae
MF688614.1,Bromoviridae
MF695811.1,Phenuiviridae
MF695812.1,Phenuiviridae
MF716957.1,Inoviridae
MF766025.1,Fimoviridae
MF768470.1,Lindbergviridae
MF768985.1,Nimaviridae
MF773580.1,Adenoviridae
MF782455.1,Mimiviridae
MF787246.1,Herelleviridae
MF804498.1,Draupnirviridae
MF805716.1,Chimalliviridae
MF893248.1,Mymonaviridae
MF893340.1,Vandenendeviridae
MF893341.1,Autotranscriptaviridae
MF918568.1,Rhabdoviridae
MF918569.1,Rhabdoviridae
MF919510.1,Zierdtviridae
MF919514.1,Stackebrandtviridae
MF926426.1,Alphasatellitidae
MF926427.1,Alphasatellitidae
MF926429.1,Alphasatellitidae
MF926430.1,Alphasatellitidae
MF926432.1,Alphasatellitidae
MF926434.1,Metaxyviridae
MF926436.1,Metaxyviridae
MF926439.1,Metaxyviridae
MF927925.1,Betaflexiviridae
MF943130.1,Paramyxoviridae
MF947429.1,Picornaviridae
MF947444.1,Picornaviridae
MF953305.1,Potyviridae
MF957259.1,Straboviridae
MF974178.1,Vandenendeviridae
MF975531.1,Rhabdoviridae
MF978248.1,Alphaflexiviridae
MF979564.1,Demerecviridae
MF996376.1,Drexlerviridae
MF997470.1,Potyviridae
MG004687.1,Autosignataviridae
MG009575.1,Vilmaviridae
MG018926.1,Lindbergviridae
MG018929.2,Autosignataviridae
MG018930.1,Vandenendeviridae
MG020024.1,Hepeviridae
MG021441.1,Rhabdoviridae
MG029269.1,Peribunyaviridae
MG029270.1,Peribunyaviridae
MG029271.1,Peribunyaviridae
MG029275.1,Peribunyaviridae
MG029276.1,Peribunyaviridae
MG029277.1,Peribunyaviridae
MG029287.1,Peribunyaviridae
MG029288.1,Peribunyaviridae
MG029289.1,Peribunyaviridae
MG030346.1,Casjensviridae
MG030347.1,Demerecviridae
MG049919.1,Drexlerviridae
MG050172.1,Drexlerviridae
MG099933.1,Sarkviridae
MG136722.1,Parvoviridae
MG198776.1,Zierdtviridae
MG198777.1,Zierdtviridae
MG198780.1,Zierdtviridae
MG201401.1,Autonotataviridae
MG203878.1,Paramyxoviridae
MG208123.1,Betaflexiviridae
MG208881.1,Schitoviridae
MG230624.1,Paramyxoviridae
MG241338.1,Drexlerviridae
MG242064.1,Endornaviridae
MG250483.1,Straboviridae
MG250484.1,Straboviridae
MG250485.1,Autotranscriptaviridae
MG251390.1,Autosignataviridae
MG251391.1,Andersonviridae
MG251664.1,Rhabdoviridae
MG253828.1,Secoviridae
MG254193.1,Betaflexiviridae
MG255170.1,Endornaviridae
MG256174.1,Mitoviridae
MG256175.1,Mitoviridae
MG271984.1,Alloherpesviridae
MG280946.1,Casjensviridae
MG383452.2,Ackermannviridae
MG387042.1,Demerecviridae
MG425969.1,Chrysoviridae
MG428990.1,Ackermannviridae
MG428991.1,Ackermannviridae
MG428992.1,Ackermannviridae
MG432107.1,Betaflexiviridae
MG452721.1,Orthoherpesviridae
MG452722.1,Orthoherpesviridae
MG459987.2,Demerecviridae
MG470803.1,Solemoviridae
MG471392.1,Autotranscriptaviridae
MG471437.1,Orthoherpesviridae
MG488277.1,Autotranscriptaviridae
MG516455.1,Paramyxoviridae
MG522850.1,Smacoviridae
MG543471.1,Parvoviridae
MG545917.1,Autosignataviridae
MG546515.1,Inseviridae
MG546516.1,Inseviridae
MG550110.1,Pleolipoviridae
MG550111.1,Pleolipoviridae
MG550112.1,Haloferuviridae
MG550113.1,Pleolipoviridae
MG552615.1,Drexlerviridae
MG554632.1,Hypoviridae
MG554633.1,Fusariviridae
MG557979.1,Herelleviridae
MG566074.1,Phenuiviridae
MG566075.1,Phenuiviridae
MG566076.1,Phenuiviridae
MG571096.1,Genomoviridae
MG571098.1,Genomoviridae
MG571099.1,Genomoviridae
MG571101.1,Genomoviridae
MG571897.1,Pecoviridae
MG571900.1,Vilyaviridae
MG573140.1,Paramyxoviridae
MG573141.1,Paramyxoviridae
MG573142.1,Phenuiviridae
MG573143.1,Phenuiviridae
MG573144.1,Phenuiviridae
MG573145.1,Phenuiviridae
MG573146.1,Phenuiviridae
MG581739.1,Phenuiviridae
MG581740.1,Phenuiviridae
MG581741.1,Phenuiviridae
MG581962.1,Secoviridae
MG581963.1,Secoviridae
MG584187.1,Marnaviridae
MG584188.1,Marnaviridae
MG584189.1,Marnaviridae
MG589383.1,Straboviridae
MG589387.1,Peduoviridae
MG592410.1,Schitoviridae
MG592470.1,Schitoviridae
MG592536.1,Schitoviridae
MG592554.1,Schitoviridae
MG592573.1,Peduoviridae
MG592591.1,Schitoviridae
MG592610.1,Schitoviridae
MG592625.1,Schitoviridae
MG597244.1,Tombusviridae
MG599863.1,Arenaviridae
MG599866.1,Arenaviridae
MG599867.1,Arenaviridae
MG599939.1,Bornaviridae
MG599940.1,Hantaviridae
MG599941.1,Hantaviridae
MG599943.1,Hantaviridae
MG599946.1,Hantaviridae
MG599947.1,Hantaviridae
MG599949.1,Hantaviridae
MG599952.1,Hantaviridae
MG599953.1,Hantaviridae
MG599981.1,Filoviridae
MG600010.1,Chuviridae
MG600014.1,Rhabdoviridae
MG600015.1,Rhabdoviridae
MG600016.1,Rhabdoviridae
MG600020.1,Nanhypoviridae
MG600022.1,Olifoviridae
MG600023.1,Gresnaviridae
MG600024.1,Nanghoshaviridae
MG600025.1,Cremegaviridae
MG600028.1,Tobaniviridae
MG600030.1,Tobaniviridae
MG600057.1,Paramyxoviridae
MG600058.1,Paramyxoviridae
MG600059.1,Paramyxoviridae
MG600062.1,Paramyxoviridae
MG600069.1,Picornaviridae
MG600070.1,Picornaviridae
MG600074.1,Picornaviridae
MG600075.1,Picornaviridae
MG600076.1,Picornaviridae
MG600081.1,Picornaviridae
MG600083.1,Picornaviridae
MG600084.1,Picornaviridae
MG600089.1,Picornaviridae
MG600090.1,Picornaviridae
MG600091.1,Picornaviridae
MG600093.1,Picornaviridae
MG600095.1,Picornaviridae
MG600103.1,Picornaviridae
MG600106.1,Picornaviridae
MG600110.1,Picornaviridae
MG603697.1,Grimontviridae
MG604920.1,Rhabdoviridae
MG637048.1,Betaflexiviridae
MG641190.1,Smacoviridae
MG641191.1,Genomoviridae
MG641192.1,Genomoviridae
MG641194.1,Genomoviridae
MG641197.1,Genomoviridae
MG641202.1,Genomoviridae
MG641203.1,Genomoviridae
MG641204.1,Genomoviridae
MG641205.1,Genomoviridae
MG641211.1,Genomoviridae
MG646669.1,Andersonviridae
MG646672.1,Andersonviridae
MG649966.1,Demerecviridae
MG649967.1,Demerecviridae
MG652450.1,Autonotataviridae
MG654479.1,Polyomaviridae
MG654481.1,Polyomaviridae
MG654482.1,Polyomaviridae
MG655268.1,Chimalliviridae
MG663535.1,Hantaviridae
MG663536.1,Hantaviridae
MG673519.1,Mktvariviridae
MG676224.1,Demerecviridae
MG676465.1,Tymoviridae
MG686419.1,Caulimoviridae
MG693108.1,Parvoviridae
MG696114.1,Straboviridae
MG696851.1,Tospoviridae
MG696852.1,Tospoviridae
MG696853.1,Tospoviridae
MG696865.2,Peribunyaviridae
MG701350.1,Polyomaviridae
