genome1,genome2,y
JF966203.1,KM817718.1,0
JF966203.1,BK064297.1,0
JF966203.1,FJ890355.1,0
JF966203.1,MK503254.1,0
JF966203.1,KP792656.1,0
JF966203.1,MT104465.1,0
JF966203.1,AF304460.1,0
JF966203.1,BK013449.1,0
JF966203.1,BK014031.1,0
JF966203.1,AC090446.27,0
JF973686.3,KJ158169.1,1
JF973686.3,KX783423.1,1
JF973686.3,KX783424.1,1
JF973686.3,KX156156.1,1
JF973686.3,KX783425.1,1
JF973686.3,AF499636.1,1
JF973686.3,AF499637.1,1
JF973686.3,AF499639.1,1
JF973686.3,AF499640.1,1
JF973686.3,AF546702.1,1
JF973686.3,BK013783.1,0
JF973686.3,AB282754.1,0
JF973686.3,CASDWV010002892.1,0
JF973686.3,CASDWV010001079.1,0
JF973686.3,OM801008.1,0
JF973686.3,MT078988.1,0
JF973686.3,FJ373179.1,1
JF973686.3,KF006400.1,0
JF973686.3,KX924631.1,0
JF973686.3,HM119420.1,0
JF973687.1,KF958461.1,1
JF973687.1,FJ438908.1,1
JF973687.1,AB090161.1,1
JF973687.1,JN867758.1,1
JF973687.1,AF499640.1,1
JF973687.1,EF555644.1,1
JF973687.1,FJ463615.1,1
JF973687.1,KY855435.1,1
JF973687.1,AF499637.1,1
JF973687.1,AF499639.1,1
JF973687.1,AY064708.1,1
JF973687.1,MZ508290.1,0
JF973687.1,GU071086.1,0
JF973687.1,MH576963.1,0
JF973687.1,KF297905.1,0
JF973687.1,MZ679548.1,0
JF973687.1,MK419955.1,0
JF973687.1,JX904075.1,0
JF973687.1,MW588082.1,0
JF973687.1,KP853111.1,0
JF974296.1,HQ634194.1,1
JF974296.1,MG592410.1,1
JF974296.1,MG592470.1,1
JF974296.1,MK301608.1,1
JF974296.1,KX889068.2,1
JF974296.1,MG592610.1,1
JF974296.1,MH733496.1,1
JF974296.1,KP280062.1,1
JF974296.1,MN508356.1,1
JF974296.1,MH059638.1,1
JF974296.1,MZ679619.1,0
JF974296.1,MW355461.1,0
JF974296.1,MN607594.1,0
JF974296.1,KP282674.1,0
JF974296.1,ON556612.1,0
JF974296.1,ON995367.1,0
JF974296.1,MN871450.1,0
JF974296.1,LC604719.1,0
JF974296.1,OK626440.1,0
JF974296.1,CASDWV010004441.1,0
JF999965.1,LT608135.1,1
JF999965.1,AF291866.1,1
JF999965.1,KX589235.1,1
JF999965.1,KM051845.1,1
JF999965.1,AF030027.1,1
JF999965.1,AY714813.1,1
JF999965.1,DQ149153.1,1
JF999965.1,JQ596859.1,1
JF999965.1,KY628970.1,1
JF999965.1,AP010838.1,1
JF999965.1,MZ679514.1,0
JF999965.1,KY548519.1,0
JF999965.1,MN062091.1,0
JF999965.1,MN784124.1,0
JF999965.1,MW697552.1,0
JF999965.1,AF204951.2,0
JF999965.1,HM159616.1,0
JF999965.1,OL774847.1,0
JF999965.1,OP620756.2,0
JF999965.1,FJ445142.1,0
JN008909.1,D83749.1,1
JN008909.1,JQ794501.1,1
JN008909.1,AY027810.2,1
JN008909.1,D13751.1,1
JN008909.1,DQ641248.1,1
JN008909.1,JX156434.1,1
JN008909.1,MW972223.1,1
JN008909.1,U42596.1,1
JN008909.1,X67673.1,1
JN008909.1,AY206394.2,1
JN008909.1,JN997473.1,0
JN008909.1,U18101.2,0
JN008909.1,L08756.1,0
JN008909.1,MN988497.1,0
JN008909.1,OL472059.1,0
JN008909.1,DQ904452.1,0
JN008909.1,MK611981.1,0
JN008909.1,JF513083.1,0
JN008909.1,MN532672.1,0
JN008909.1,JQ824374.1,1
JN052073.1,OM777135.1,1
JN052073.1,OR439368.1,1
JN052073.1,KU215538.1,1
JN052073.1,MN809923.1,1
JN052073.1,AF277675.1,0
JN052073.1,AJ311875.1,1
JN052073.1,BK061318.1,1
JN052073.1,DQ344639.1,1
JN052073.1,HM777507.1,0
JN052073.1,MT375548.1,1
JN052073.1,KM817672.1,0
JN052073.1,JX429923.1,0
JN052073.1,LT961845.1,0
JN052073.1,BK013687.1,0
JN052073.1,AF403738.1,0
JN052073.1,ON843719.1,0
JN052073.1,MW972223.1,0
JN052073.1,AJ301633.2,0
JN052073.1,MK327946.1,0
JN052073.1,MN091929.1,0
JN053266.1,KX058345.1,1
JN053266.1,KY696659.1,1
JN053266.1,PP097219.1,1
JN053266.1,MN031278.1,1
JN053266.1,EU489641.1,1
JN053266.1,ON993219.1,1
JN053266.1,AB010300.1,1
JN053266.1,AB010302.1,1
JN053266.1,AB051848.1,0
JN053266.1,AJ292230.1,1
JN053266.1,CASDWV010001610.1,0
JN053266.1,CASDWV010001397.1,0
JN053266.1,AB914761.1,0
JN053266.1,MN689779.1,0
JN053266.1,MK372908.1,0
JN053266.1,MN661013.1,0
JN053266.1,JQ670669.1,0
JN053266.1,MK896511.1,0
JN053266.1,MW042806.1,0
JN053266.1,MH649209.1,0
JN091707.1,AB000906.1,1
JN091707.1,AF092924.1,1
JN091707.1,AF277675.1,0
JN091707.1,MT375548.1,0
JN091707.1,AB006531.1,0
JN091707.1,HM777507.1,0
JN091707.1,KF306267.1,0
JN091707.1,BK061330.1,0
JN091707.1,BK061335.1,0
JN091707.1,KF412901.2,0
JN091707.1,AY389361.2,0
JN091707.1,CASDWV010001476.1,0
JN091707.1,MH327936.1,0
JN091707.1,MN386971.1,0
JN091707.1,KM817672.1,0
JN091707.1,MZ428225.1,0
JN091707.1,KJ641715.1,0
JN091707.1,MK032738.1,0
JN091707.1,KT184308.1,0
JN091707.1,MN295687.1,0
JN116253.3,M96262.2,1
JN116253.3,MG600022.1,0
JN116253.3,MG600023.1,0
JN116253.3,AF180391.2,1
JN116253.3,AY274119.3,0
JN116253.3,AY597011.2,0
JN116253.3,AY613950.1,0
JN116253.3,AY700211.1,0
JN116253.3,EF065513.1,0
JN116253.3,EF203064.1,0
JN116253.3,MG018929.2,0
JN116253.3,AJ304456.1,0
JN116253.3,MN532670.1,0
JN116253.3,KJ950939.1,0
JN116253.3,HM004124.1,0
JN116253.3,CASDWV010002480.1,0
JN116253.3,AB040874.1,0
JN116253.3,KF692091.1,0
JN116253.3,KU925467.1,0
JN116253.3,MK972715.1,0
JN117276.1,LC195294.1,1
JN117276.1,JN117278.1,1
JN117276.1,BTCP01000001.1,0
JN117276.1,JF416938.1,0
JN117276.1,KU200450.1,0
JN117276.1,S63913.1,1
JN117276.1,AF316992.1,1
JN117276.1,D00239.1,0
JN117276.1,FJ445148.1,0
JN117276.1,HM560703.1,1
JN117276.1,U40839.3,0
JN117276.1,HM236897.1,0
JN117276.1,MK962641.1,0
JN117276.1,MZ679724.1,0
JN117276.1,MK618726.1,0
JN117276.1,MN605478.1,0
JN117276.1,MN614472.1,0
JN117276.1,BK013763.1,0
JN117276.1,JN867759.1,0
JN117276.1,BK061740.1,0
JN117278.1,LC195294.1,1
JN117278.1,JN117276.1,1
JN117278.1,BTCP01000001.1,0
JN117278.1,AF316992.1,1
JN117278.1,HM560703.1,1
JN117278.1,KU200450.1,0
JN117278.1,S63913.1,1
JN117278.1,FR687854.1,1
JN117278.1,AY738336.1,1
JN117278.1,EU118277.1,1
JN117278.1,MF172923.1,0
JN117278.1,AF241168.1,0
JN117278.1,KP296857.1,0
JN117278.1,CASDWV010000192.1,0
JN117278.1,KP792670.1,0
JN117278.1,BK013601.1,0
JN117278.1,KX882939.1,0
JN117278.1,MH931196.1,0
JN117278.1,LS992584.1,0
JN117278.1,AJ132183.1,0
JN133279.1,AB009046.1,1
JN133279.1,AJ132183.1,1
JN133279.1,DQ826393.1,1
JN133279.1,EF546804.1,1
JN133279.1,GQ150779.1,1
JN133279.1,GQ274028.1,1
JN133279.1,GQ274036.1,1
JN133279.1,HE654124.1,1
JN133279.1,JX867540.1,1
JN133279.1,KC978940.1,1
JN133279.1,MN891794.1,0
JN133279.1,MF927925.1,0
JN133279.1,LT898422.1,0
JN133279.1,AY665713.1,0
JN133279.1,OQ348136.1,0
JN133279.1,MZ223858.1,0
JN133279.1,OP292295.1,0
JN133279.1,FN691935.1,0
JN133279.1,MF001362.1,0
JN133279.1,HQ832595.1,0
JN133282.1,DQ826396.1,1
JN133282.1,EF546802.1,1
JN133282.1,GQ150782.1,1
JN133282.1,GQ274030.1,1
JN133282.1,GQ274038.1,1
JN133282.1,HE654127.1,1
JN133282.1,KC978943.1,1
JN133282.1,KC978953.1,1
JN133282.1,KC978962.1,1
JN133282.1,KC979058.1,1
JN133282.1,MT733015.1,0
JN133282.1,MZ556194.1,0
JN133282.1,KX583629.1,0
JN133282.1,JN790865.1,0
JN133282.1,CASDWV010000475.1,0
JN133282.1,KX241482.1,0
JN133282.1,CASDWV010003449.1,0
JN133282.1,PP079415.1,0
JN133282.1,MT074465.1,0
JN133282.1,LC348380.1,0
JN133283.1,GQ274034.1,1
JN133283.1,KC979024.1,1
JN133283.1,KC979062.1,1
JN133283.1,KX431416.1,1
JN133283.1,MF535452.1,1
JN133283.1,AB000403.1,0
JN133283.1,AB000851.1,0
JN133283.1,AB000906.1,0
JN133283.1,AB000920.1,0
JN133283.1,AB000922.1,0
JN133283.1,AY903448.1,0
JN133283.1,MH048842.1,1
JN133283.1,KC862299.1,0
JN133283.1,DQ288865.1,0
JN133283.1,KY705262.1,0
JN133283.1,L07937.1,0
JN133283.1,MG599866.1,0
JN133283.1,AY839756.1,0
JN133283.1,KY487785.1,0
JN133283.1,MH261376.1,0
JN171845.1,AF227240.1,1
JN171845.1,AF531420.1,1
JN171845.1,AY609301.1,1
JN171845.1,AY684126.1,1
JN171845.1,D21208.1,1
JN171845.1,EF467176.1,1
JN171845.1,EF558838.1,1
JN171845.1,EF558842.1,1
JN171845.1,EU410348.1,1
JN171845.1,EU490515.1,1
JN171845.1,JX080304.2,0
JN171845.1,ON324118.1,0
JN171845.1,MF926429.1,0
JN171845.1,MN617042.1,0
JN171845.1,J02482.1,0
JN171845.1,AJ557129.1,0
JN171845.1,MZ428225.1,0
JN171845.1,Y09598.1,0
JN171845.1,MN585201.1,0
JN171845.1,OQ198124.1,0
JN192445.1,AB040874.1,0
JN192445.1,AB195968.1,0
JN192445.1,AB543336.1,0
JN192445.1,AB543337.1,0
JN192445.1,AB759118.1,0
JN192445.1,AF017149.3,0
JN192445.1,AF052755.1,0
JN192445.1,AF178654.1,0
JN192445.1,AF212302.2,0
JN192445.1,AF298895.2,0
JN192445.1,OP172796.1,0
JN192445.1,KY705279.1,0
JN192445.1,AY163842.1,0
JN192445.1,HM999998.1,0
JN192445.1,CASDWV010001951.1,0
JN192445.1,KT732794.1,0
JN192445.1,OQ871555.1,0
JN192445.1,CASDWV010001999.1,0
JN192445.1,AY603052.1,0
JN192445.1,KU297253.1,0
JN196536.1,AB465308.1,1
JN196536.1,AB569997.1,1
JN196536.1,AF316992.1,1
JN196536.1,AJ781168.1,1
JN196536.1,AJ781401.1,1
JN196536.1,AM040148.1,1
JN196536.1,AM087202.1,1
JN196536.1,AM999771.1,1
JN196536.1,AY033436.1,1
JN196536.1,AY089993.1,1
JN196536.1,OQ198141.1,0
JN196536.1,OL472112.1,0
JN196536.1,MT813141.1,0
JN196536.1,KX269871.1,0
JN196536.1,KM874300.1,0
JN196536.1,KU977108.1,0
JN196536.1,MN241318.1,0
JN196536.1,BK013937.1,0
JN196536.1,AY358024.2,0
JN196536.1,MG592470.1,0
JN202312.1,MG775043.2,1
JN202312.1,KU867876.1,1
JN202312.1,MH051915.1,1
JN202312.1,LN881726.1,1
JN202312.1,MK327942.1,1
JN202312.1,KT184312.1,1
JN202312.1,MF327008.1,1
JN202312.1,LN881732.1,1
JN202312.1,LN881728.1,1
JN202312.1,HM035025.1,1
JN202312.1,CASDWV010002167.1,0
JN202312.1,DQ641718.1,0
JN202312.1,KX384823.1,0
JN202312.1,OM367996.1,0
JN202312.1,OL472406.1,0
JN202312.1,MH188038.1,0
JN202312.1,MH048846.1,0
JN202312.1,MH669015.1,0
JN202312.1,CASDWV010000871.1,0
JN202312.1,AB972945.1,0
JN202450.1,KY680280.1,1
JN202450.1,M20036.1,1
JN202450.1,MG821261.1,1
JN202450.1,ON375541.1,1
JN202450.1,AB937988.1,1
JN202450.1,AF036710.1,1
JN202450.1,J02275.1,1
JN202450.1,JX027296.1,1
JN202450.1,KJ396347.1,1
JN202450.1,KJ495710.1,1
JN202450.1,BK013627.1,0
JN202450.1,MF403007.1,0
JN202450.1,MZ571143.1,0
JN202450.1,U26342.1,1
JN202450.1,MH172264.1,0
JN202450.1,MH484337.1,0
JN202450.1,MH483032.1,0
JN202450.1,MH939417.1,0
JN202450.1,D14995.2,0
JN202450.1,MW202578.1,0
JN205461.1,JF317015.1,1
JN205461.1,KJ675506.1,1
JN205461.1,D00239.1,1
JN205461.1,KF688606.1,1
JN205461.1,KF958311.1,1
JN205461.1,AF499635.1,1
JN205461.1,AF499639.1,1
JN205461.1,AF546702.1,1
JN205461.1,DQ473505.1,1
JN205461.1,EF173418.1,1
JN205461.1,KU302440.1,0
JN205461.1,CASDWV010003145.1,0
JN205461.1,CASDWV010002488.1,0
JN205461.1,BK013654.1,0
JN205461.1,KF697148.1,0
JN205461.1,OK272483.1,0
JN205461.1,CASDWV010001768.1,0
JN205461.1,MZ357124.1,0
JN205461.1,OY734801.1,0
JN205461.1,MT334619.1,0
JN211193.1,AB027021.1,1
JN211193.1,AB040456.1,1
JN211193.1,AB745694.1,1
JN211193.1,AF131950.1,1
JN211193.1,AF227240.1,1
JN211193.1,AF436128.1,1
JN211193.1,AF436130.1,1
JN211193.1,AF531420.1,1
JN211193.1,AY609301.1,1
JN211193.1,AY684126.1,1
JN211193.1,FJ839692.1,0
JN211193.1,MZ679605.1,0
JN211193.1,KU925500.1,0
JN211193.1,LC553684.1,0
JN211193.1,OQ225163.1,0
JN211193.1,JN572076.1,0
JN211193.1,MK896507.1,0
JN211193.1,OY978857.1,0
JN211193.1,MW579753.1,0
JN211193.1,BK059664.1,0
JN222389.1,MN043682.1,1
JN222389.1,KF026355.1,1
JN222389.1,AB558120.2,1
JN222389.1,KC792591.1,1
JN222389.1,KU291923.1,1
JN222389.1,LN827942.1,1
JN222389.1,AF534641.1,1
JN222389.1,AJ132756.1,1
JN222389.1,JX401538.1,1
JN222389.1,KF803546.1,1
JN222389.1,MK896651.1,0
JN222389.1,CASDWV010000674.1,0
JN222389.1,KF297901.1,0
JN222389.1,MH111082.1,0
JN222389.1,AY140894.1,0
JN222389.1,KR902498.1,0
JN222389.1,MT815980.1,0
JN222389.1,KP966620.1,0
JN222389.1,MH111084.1,0
JN222389.1,HM566156.1,0
JN225449.1,MT887289.1,1
JN225449.1,MZ501086.1,1
JN225449.1,MG646669.1,1
JN225449.1,OX016465.1,1
JN225449.1,MN850611.1,1
JN225449.1,MG646672.1,1
JN225449.1,OQ871555.1,1
JN225449.1,MN850603.1,1
JN225449.1,OK539833.1,1
JN225449.1,OQ845959.1,1
JN225449.1,MN270891.1,1
JN225449.1,MK513533.1,0
JN225449.1,HM585353.1,0
JN225449.1,JQ989270.1,0
JN225449.1,MW434675.1,0
JN225449.1,MK372909.1,0
JN225449.1,GQ246951.1,0
JN225449.1,KP671755.1,0
JN225449.1,AF005370.1,0
JN225449.1,MK896545.1,0
JN226746.1,AB448767.1,1
JN226746.1,AJ854486.1,1
JN226746.1,DQ393829.1,1
JN226746.1,HM770721.2,1
JN226746.1,JN226747.1,1
JN226746.1,JN226749.1,1
JN226746.1,JN226755.1,1
JN226746.1,JN226759.1,1
JN226746.1,AB333801.2,1
JN226746.1,AB562586.1,1
JN226746.1,MK433218.1,0
JN226746.1,OR521058.1,0
JN226746.1,KJ528544.1,0
JN226746.1,MZ679702.1,0
JN226746.1,KR072622.1,0
JN226746.1,OR553881.1,0
JN226746.1,KY705266.1,0
JN226746.1,MN328268.1,0
JN226746.1,KM225257.1,0
JN226746.1,OP079918.1,0
JN226747.1,FJ404771.1,1
JN226747.1,AB448767.1,1
JN226747.1,DQ393829.1,1
JN226747.1,JN226749.1,1
JN226747.1,JN226755.1,1
JN226747.1,JN226761.1,1
JN226747.1,AB333801.2,1
JN226747.1,AJ854486.1,1
JN226747.1,AY530876.1,1
JN226747.1,AY875648.1,1
JN226747.1,MN131142.1,0
JN226747.1,AM774001.1,0
JN226747.1,MG280946.1,0
JN226747.1,AF499643.1,0
JN226747.1,MZ210031.1,0
JN226747.1,OQ715683.1,0
JN226747.1,KR080326.1,0
JN226747.1,KP876631.1,0
JN226747.1,LT221868.1,0
JN226747.1,OP256049.1,0
JN226749.1,DQ393829.1,1
JN226749.1,JN226747.1,1
JN226749.1,JN226755.1,1
JN226749.1,AB448767.1,1
JN226749.1,AJ854486.1,1
JN226749.1,AY875648.1,1
JN226749.1,DQ900900.1,1
JN226749.1,EF153473.1,1
JN226749.1,FJ404771.1,1
JN226749.1,FJ824826.1,1
JN226749.1,MK903277.1,0
JN226749.1,OQ599922.1,0
JN226749.1,CASDWV010004353.1,0
JN226749.1,OM716005.1,0
JN226749.1,BK014097.1,0
JN226749.1,GU121676.1,0
JN226749.1,MH057692.1,0
JN226749.1,CASDWV010005080.1,0
JN226749.1,GU396103.1,0
JN226749.1,BK013627.1,0
JN226750.1,AJ854486.1,1
JN226750.1,FJ824826.1,1
JN226750.1,HB426768.1,1
JN226750.1,HM770721.2,1
JN226750.1,JN226759.1,1
JN226750.1,AB562586.1,1
JN226750.1,AY487947.1,1
JN226750.1,AY530876.1,1
JN226750.1,DQ393829.1,1
JN226750.1,DQ900900.1,1
JN226750.1,MG018930.1,0
JN226750.1,KT945163.1,0
JN226750.1,KT732806.1,0
JN226750.1,MK542821.1,0
JN226750.1,CASDWV010001813.1,0
JN226750.1,KU749310.1,0
JN226750.1,MT138103.1,1
JN226750.1,KU198605.1,0
JN226750.1,CASDWV010001402.1,0
JN226750.1,KU183006.1,0
JN226751.1,AY875648.1,1
JN226751.1,DQ393829.1,1
JN226751.1,EF153473.1,1
JN226751.1,JN226747.1,1
JN226751.1,JN226749.1,1
JN226751.1,JN226755.1,1
JN226751.1,AB333801.2,1
JN226751.1,AB448767.1,1
JN226751.1,AJ854486.1,1
JN226751.1,AY530876.1,1
JN226751.1,JQ922305.1,0
JN226751.1,HB426671.1,1
JN226751.1,JX185422.1,0
JN226751.1,OQ198120.1,0
JN226751.1,MK682515.1,0
JN226751.1,KY056657.1,0
JN226751.1,AY623627.1,0
JN226751.1,AJ132576.1,0
JN226751.1,JX569847.1,0
JN226751.1,KF843822.1,0
JN226752.1,AY875648.1,1
JN226752.1,DQ393829.1,1
JN226752.1,EF153473.1,1
JN226752.1,FJ404771.1,1
JN226752.1,FJ824826.1,1
JN226752.1,GQ384080.1,1
JN226752.1,JN226747.1,1
JN226752.1,JN226749.1,1
JN226752.1,JN226751.1,1
JN226752.1,JN226755.1,1
JN226752.1,KU727766.1,0
JN226752.1,HF920637.1,0
JN226752.1,MH179476.1,0
JN226752.1,EU020009.1,0
JN226752.1,MT293413.1,0
JN226752.1,HQ738643.1,0
JN226752.1,FJ438907.1,0
JN226752.1,AB295643.1,0
JN226752.1,CASDWV010004484.1,0
JN226752.1,MT024865.1,0
JN226753.1,FJ824826.1,1
JN226753.1,JN226756.1,1
JN226753.1,JN226759.1,1
JN226753.1,JN226762.1,1
JN226753.1,AY530876.1,1
JN226753.1,DQ393829.1,1
JN226753.1,DQ900900.1,1
JN226753.1,FJ025919.1,1
JN226753.1,FJ025920.1,1
JN226753.1,GQ384080.1,1
JN226753.1,KY290975.3,0
JN226753.1,CASDWV010001841.1,0
JN226753.1,KX845404.2,0
JN226753.1,MF926439.1,0
JN226753.1,OM514480.1,0
JN226753.1,BK014031.1,0
JN226753.1,AB061774.1,0
JN226753.1,BK013905.1,0
JN226753.1,KC978940.1,0
JN226753.1,X60213.1,0
JN226755.1,DQ393829.1,1
JN226755.1,JN226747.1,1
JN226755.1,JN226749.1,1
JN226755.1,AB448767.1,1
JN226755.1,AJ854486.1,1
JN226755.1,AY875648.1,1
JN226755.1,DQ900900.1,1
JN226755.1,EF153473.1,1
JN226755.1,FJ404771.1,1
JN226755.1,FJ824826.1,1
JN226755.1,GQ323774.1,0
JN226755.1,MN175615.1,0
JN226755.1,AJ877914.1,0
JN226755.1,AB981170.1,0
JN226755.1,MF187212.1,0
JN226755.1,OX335418.1,0
JN226755.1,FJ560943.2,0
JN226755.1,GU584185.1,0
JN226755.1,CASDWV010000210.1,0
JN226755.1,KJ740146.1,0
JN226756.1,JN226759.1,1
JN226756.1,DQ393829.1,1
JN226756.1,FJ824826.1,1
JN226756.1,GQ384080.1,1
JN226756.1,JN226753.1,1
JN226756.1,JN226757.1,1
JN226756.1,JN226762.1,1
JN226756.1,JN226764.1,1
JN226756.1,AJ854486.1,1
JN226756.1,AY875648.1,1
JN226756.1,MW749010.1,0
JN226756.1,MG775042.2,0
JN226756.1,OM046626.1,0
JN226756.1,MZ679670.1,0
JN226756.1,X70827.1,0
JN226756.1,KX035107.1,0
JN226756.1,MF142458.1,0
JN226756.1,CASDWV010000786.1,0
JN226756.1,AY530878.1,1
JN226756.1,KJ572563.2,0
JN226757.1,FJ824826.1,1
JN226757.1,GQ384080.1,1
JN226757.1,JN226756.1,1
JN226757.1,JN226759.1,1
JN226757.1,JN226762.1,1
JN226757.1,JN226764.1,1
JN226757.1,AJ854486.1,1
JN226757.1,AY530876.1,1
JN226757.1,AY875648.1,1
JN226757.1,DQ393829.1,1
JN226757.1,X52938.1,0
JN226757.1,MK443264.1,0
JN226757.1,MF360789.1,0
JN226757.1,JX473849.1,0
JN226757.1,BK014098.1,0
JN226757.1,JF811580.1,0
JN226757.1,AY737797.1,1
JN226757.1,CASDWV010003869.1,0
JN226757.1,MT017862.1,0
JN226757.1,MT887289.1,0
JN226758.1,DQ393829.1,1
JN226758.1,DQ900900.1,1
JN226758.1,FJ824826.1,1
JN226758.1,JN226762.1,1
JN226758.1,AB333801.2,1
JN226758.1,AY875648.1,1
JN226758.1,EF153473.1,1
JN226758.1,JN226747.1,1
JN226758.1,JN226749.1,1
JN226758.1,JN226751.1,1
JN226758.1,KU297253.1,0
JN226758.1,MH016740.1,0
JN226758.1,U31787.1,0
JN226758.1,CASDWV010001332.1,0
JN226758.1,KF297903.1,0
JN226758.1,BK064298.1,0
JN226758.1,BK013986.1,0
JN226758.1,KX884421.1,0
JN226758.1,MN972595.1,0
JN226758.1,BK013814.1,0
JN226759.1,DQ393829.1,1
JN226759.1,FJ824826.1,1
JN226759.1,JN226756.1,1
JN226759.1,AJ854486.1,1
JN226759.1,DQ900900.1,1
JN226759.1,GQ384080.1,1
JN226759.1,HM770721.2,1
JN226759.1,JN226746.1,1
JN226759.1,JN226747.1,1
JN226759.1,JN226749.1,1
JN226759.1,GQ140626.1,0
JN226759.1,MT162466.1,0
JN226759.1,AJ507388.2,0
JN226759.1,AY556070.1,0
JN226759.1,OP775655.1,0
JN226759.1,CASDWV010000603.1,0
JN226759.1,MZ679606.1,0
JN226759.1,MH370823.1,0
JN226759.1,MK896626.1,0
JN226759.1,AB114138.1,0
JN226761.1,FJ404771.1,1
JN226761.1,JN226747.1,1
JN226761.1,DQ393829.1,1
JN226761.1,DQ900900.1,1
JN226761.1,JN226749.1,1
JN226761.1,JN226755.1,1
JN226761.1,AB448767.1,1
JN226761.1,AJ854486.1,1
JN226761.1,AY530876.1,1
JN226761.1,AY875648.1,1
JN226761.1,ON409569.1,0
JN226761.1,AJ920336.1,0
JN226761.1,BK064313.1,0
JN226761.1,KF803546.1,0
JN226761.1,AF335429.2,0
JN226761.1,MH017273.1,0
JN226761.1,MG099933.1,0
JN226761.1,AY123041.1,0
JN226761.1,KR139839.1,0
JN226761.1,OK666837.1,0
JN226762.1,FJ824826.1,1
JN226762.1,AY530876.1,1
JN226762.1,DQ393829.1,1
JN226762.1,DQ900900.1,1
JN226762.1,FJ025919.1,1
JN226762.1,FJ025920.1,1
JN226762.1,HC191003.1,1
JN226762.1,JN226753.1,1
JN226762.1,JN226756.1,1
JN226762.1,JN226757.1,1
JN226762.1,M62738.1,0
JN226762.1,OQ792214.1,1
JN226762.1,KX272741.1,0
JN226762.1,OM514518.1,0
JN226762.1,KP272028.1,0
JN226762.1,BK014066.1,0
JN226762.1,MG755240.1,0
JN226762.1,KX852389.1,0
JN226762.1,BK014161.1,0
JN226762.1,D88448.2,0
JN226763.1,AJ854486.1,1
JN226763.1,HM770721.2,1
JN226763.1,AY875648.1,1
JN226763.1,DQ393829.1,1
JN226763.1,EF153473.1,1
JN226763.1,GQ384080.1,1
JN226763.1,JN226746.1,1
JN226763.1,JN226747.1,1
JN226763.1,JN226749.1,1
JN226763.1,JN226750.1,1
JN226763.1,U93194.1,0
JN226763.1,DQ630755.1,1
JN226763.1,HQ625440.1,0
JN226763.1,MN241318.1,0
JN226763.1,MT050041.1,1
JN226763.1,KM821751.1,0
JN226763.1,L37902.1,0
JN226763.1,KX247379.1,0
JN226763.1,OM645181.1,0
JN226763.1,MW256667.1,0
JN226764.1,GQ384080.1,1
JN226764.1,JN226756.1,1
JN226764.1,JN226757.1,1
JN226764.1,JN226759.1,1
JN226764.1,AJ854486.1,1
JN226764.1,AY875648.1,1
JN226764.1,DQ393829.1,1
JN226764.1,EF153473.1,1
JN226764.1,FJ824826.1,1
JN226764.1,HM770721.2,1
JN226764.1,MG030346.1,0
JN226764.1,HM236939.1,0
JN226764.1,OP595146.1,0
JN226764.1,KY312540.1,0
JN226764.1,CASDWV010000639.1,0
JN226764.1,KT696555.1,0
JN226764.1,PP790268.1,0
JN226764.1,CASDWV010004501.1,0
JN226764.1,KR997885.1,0
JN226764.1,K02703.1,0
JN227533.1,KR351281.1,1
JN227533.1,FJ483968.2,1
JN227533.1,AY446894.2,1
JN227533.1,AF480884.1,1
JN227533.1,AC090446.27,1
JN227533.1,FJ483970.2,1
JN227533.1,FJ483967.2,1
JN227533.1,AF281817.1,1
JN227533.1,AF232689.2,1
JN227533.1,KC503762.1,1
JN227533.1,KR822826.1,0
JN227533.1,BK014316.1,0
JN227533.1,OL474141.1,0
JN227533.1,MW507125.1,0
JN227533.1,DQ235149.1,0
JN227533.1,KP345887.1,0
JN227533.1,HE956708.2,0
JN227533.1,JQ045336.1,0
JN227533.1,MH047857.1,0
JN227533.1,OP389993.1,0
JN252129.1,KP238322.1,1
JN252129.1,AC_000003.1,1
JN252129.1,GU226970.2,1
JN252129.1,LC385828.1,1
JN252129.1,U77082.1,1
JN252129.1,JN418926.1,1
JN252129.1,KX871230.1,1
JN252129.1,PP711818.1,1
JN252129.1,AF258784.1,1
JN252129.1,AY530876.1,1
JN252129.1,BK014202.1,0
JN252129.1,U93194.1,0
JN252129.1,OP030734.1,0
JN252129.1,CASDWV010003028.1,0
JN252129.1,HM007352.1,0
JN252129.1,HG818824.1,0
JN252129.1,MN621474.1,0
JN252129.1,HQ541738.1,0
JN252129.1,KY768856.1,0
JN252129.1,MZ679567.1,0
JN254800.1,FM201282.1,1
JN254800.1,AP019535.1,1
JN254800.1,MN131142.1,1
JN254800.1,MT491204.1,1
JN254800.1,MK837009.1,1
JN254800.1,MT118289.1,1
JN254800.1,ON375839.1,1
JN254800.1,FM887021.1,1
JN254800.1,KP340288.1,1
JN254800.1,MK340760.1,1
JN254800.1,MW752165.1,0
JN254800.1,KT732785.1,0
JN254800.1,BK064331.1,0
JN254800.1,CASDWV010001431.1,0
JN254800.1,DQ288858.2,0
JN254800.1,MH973662.1,0
JN254800.1,BK014311.1,0
JN254800.1,MF150240.1,0
JN254800.1,FM955838.1,0
JN254800.1,AB246773.1,0
JN254802.1,HB426768.1,1
JN254802.1,AY487947.1,1
JN254802.1,AY530876.1,1
JN254802.1,FJ025919.1,1
JN254802.1,FJ025920.1,1
JN254802.1,HB426671.1,1
JN254802.1,HB426607.1,1
